,screen_name,lang,followers_count,friends_count,cluster_name,cluster_country,description
2670,lamoniromero,fr,2797,1493,French_Right-Wing,France,"Liberté d'expression. Non à la pensée unique. Résistance Républicaine. Riposte Laïque. Droite Identitaire, sans parti, electron libre. Anti-femen."
2671,LaManifPourTous,fr,27917,2519,French_Right-Wing,France,"Compte officiel de La #ManifPourTous - #ONLR | Mariage, alterité, filiation, genre, éducation, familles, avenir ! Une société sans repères n'a pas d'avenir."
2672,willsdorff,fr,1393,1310,French_Right-Wing,France,Sursum Corda ! La vita è bella !
2673,PasquierA,fr,2550,1060,French_Right-Wing,France,Journaliste chez Famille Chrétienne (@FChretienne). Société et bioéthique.
2674,ChBoudot,fr,2774,457,French_Right-Wing,France,Tête de liste @FN_officiel en Auvergne - Rhône-Alpes aux #Régionales2015 | Conseiller métropolitain | Conseiller municipal de #Lyon
2675,pierrejovanovic,fr,16652,310,French_Right-Wing,France,reporter & writer Revue de Presse Internationale http://t.co/Ea9MA6b6So
2676,LMirab,fr,2336,514,French_Right-Wing,France,"Acteur civil pluricasquette, trublion contestataire et bon vivant. Je tweete actu, foi, politique, cuisine et mes #JoiesQuotidiennes."
2677,dianeradefo,en,1827,1318,French_Right-Wing,France,Compte de secours de @diradefo tenu par son double machiavélique.
2678,BouletJeremie,fr,1668,625,French_Right-Wing,France,Secrétaire départemental FNJ Gard - Collaborateur des élus #FN au Conseil départemental du Gard
2679,PFamilias,fr,2021,2003,French_Right-Wing,France,Simple père de famille...
2680,JeanPierreBRAY,fr,1624,1134,French_Right-Wing,France,"Ancien UMP, membre du FN depuis 2011. Candidat aux législatives dans la 1ère circonscription de l'Essonne contre Mr Valls en 2012."
2681,lovebresil01,fr,1690,1634,French_Right-Wing,France,
2682,toujours_droit,fr,1888,1999,French_Right-Wing,France,"Je suis française et fière de l'être.J'aime l'ordre,la justice et je désespère de voir les changements négatifs de la société."
2683,22OLIVIER23,fr,2424,2287,French_Right-Wing,France,"Nous sommes des inconditionnels
de NICOLAS SARKOZY & de La BRETAGNE"
2684,tatou752,en,1754,2001,French_Right-Wing,France,dirigeante PME siderurgie Veuve 2 fils 5 petits enfants aime HISTOIRE LITTERATURE GEOGRAPHIE POLITIQUE COMMUNIQUER ET ECHANGER .SUIVIE PAR N.S SOUTIEN LCI
2685,lolorichard,fr,3077,3344,French_Right-Wing,France,"l n'y a personne qui soit né sous une mauvaise étoile, il n'y a que des gens qui ne savent pas lire le ciel."
2686,gallet81127917,fr,2867,2270,French_Right-Wing,France,patriotisme humour résistance foi chrétienne:   o tempora o mauresques!
2687,EdouarddeM,fr,1573,805,French_Right-Wing,France,"#msieurlebarontouittesurlaterrasse, #droite, #catho, mon iphone est branché sur un chandelier Louis XV, bloqué par Hidalgo, Bergé, Royal, Duflot. Vivement 2017."
2688,pjduvivier,fr,8,0,French_Right-Wing,France,"C.O.O ThirdBrain SA (ThirdBrainFX), automated trading"
2689,BLACKY2017,en,1276,1161,French_Right-Wing,France,ن
2690,OFrancois60200,fr,7005,7647,French_Right-Wing,France,"Apparemment négative, puisqu'elle ne crée rien, LA RÉVOLTE est profondément positive puisqu'elle révèle ce qui, en l'homme, est toujours à défendre. Camus"
2691,TeamSarkozy_,fr,6739,897,French_Right-Wing,France,Comité National de soutien à Nicolas Sarkozy 2012- 2017. Actu générales sur Nicolas Sarkozy et les Républicains
2692,QGinfo,fr,14347,5576,French_Right-Wing,France,Au coeur de l'info | Breaking News • 24/7
2693,LudivineAnne,fr,3190,2222,French_Right-Wing,France,élue à @StGermainLaye - supportrice @PSGFeminine / @SGHCfeminine - association @sportsgelles - #citoyennete #yvelines #IledeFrance
2694,77707,fr,61,59,French_Right-Wing,France,TwitZip: Building a Twitter Zip Code Infrastructure for Consistent Public Use
2695,Contrepoints,fr,13395,1698,French_Right-Wing,France,"L'information en liberté et sans concession. Suivre ou RT n'est pas approuver - http://t.co/QVFGwjWfAr 
redaction@contrepoints.org
#Liberté #Responsabilité"
2696,tigroon,fr,1126,1728,French_Right-Wing,France,"Amateur de bon vin,patriote dans l'âme. Amoureux de la France et de notre culture. Les rois ont fait la France elle se défait sans roi. Royaliste & FN 37."
2697,EchecHollande,fr,3380,2932,French_Right-Wing,France,"Préparons la reconquête ! Non au socialisme, non aux extrémistes !   #Régionales2015 #Présidentielle2017"
2698,sandtrooper7,fr,1948,489,French_Right-Wing,France,"les ideaux sont pacifiques,l'histoire est violente #TeamPoutine #teamZemmour"
2699,Syl_R_34,fr,2769,2174,French_Right-Wing,France,Etudiant en L3 Management Public
2700,xavmira,fr,4339,562,French_Right-Wing,France,Médecin
2701,patron_pme,fr,4258,3664,French_Right-Wing,France,"Reforme du journalısme ındıspensable, anti-mediature. Baisse de la pression fiscale des Entreprises. je milite contre ce non président qui est un bouffon."
2702,flavienneuvy,fr,8167,5973,French_Right-Wing,France,Maire de #Cébazat. Conseiller départemental du Puy-de-Dôme. Membre du bureau politique de @udi_off - Économiste.
2703,nsmati,fr,2901,1872,French_Right-Wing,France,"De Gaulle, le dernier des géants"
2704,gdechanterac,fr,6688,6446,French_Right-Wing,France,"Omnia tempus habent, et momentum suum cuique negotio sub caelo. Tempus plantandi et tempus evellendi quod plantatum est. | #directAN #TeamUNI #TeamLMPT #Vendée"
2705,coolise,fr,2968,2664,French_Right-Wing,France,Subir et tenir jusqu'en 2017 - Adherente   Les Republicains - Suivie par Nicolas Sarkozy.
2706,JoRhapsody,fr,2389,2393,French_Right-Wing,France,"Patriote de 25 ans, je défends les valeurs de la France. Pro-#FN mais libre-penseur. Adorateur des livres, fan de #Queen et grand amateur d'humour."
2707,champ_pignon,fr,0,0,French_Right-Wing,France,Сурдопереводчик
2708,Glieres2012,fr,1649,1905,French_Right-Wing,France,Gardons notre confiance en la France éternelle. La force est juste quand elle est nécessaire. #RN #TFP #LFC
2709,Quirinus0,fr,3867,2012,French_Right-Wing,France,"Physicien friand de technologie, avide d'infos et passionné de politique. Sarkozyste. Se contenter de croire nous évite la pénible nécessité de penser -Asimov"
2710,MONBONHEUR1,fr,2641,2734,French_Right-Wing,France,MONBONHEUR1La famille.. La Volonté.. La Confiance..La Tristesse.. L’Humour..Le Courage.. Le Partage.. Les amis L'Absurde ! la Vie..votre Vie..ma Vie....
2711,blaemag,fr,2739,2781,French_Right-Wing,France,Les Republicains absolument. Nicolas Sarkozy evidemment. Gaulliste profondémment. FN Jamais/ abonnement/RT pas tjs approbation #LesRepublicaiNS2017
2712,JeremyVisconti,fr,2647,1007,French_Right-Wing,France,Humaniste | Responsable des Jeunes Républicains de l'Oise #AvecNS | Cabinet du Président au @CD_Oise #RelationsPubliques
2713,benu95,en,867,303,French_Right-Wing,France,"Séminariste pour le diocèse de Paris. J'aime les belles lettres, le tennis, et Jésus !"
2714,GALITE1,fr,3054,3133,French_Right-Wing,France,Légalité rime avec efficacité! Le mal progresse par l'inaction des gens de bien.
2715,Citadelle91,fr,2182,2206,French_Right-Wing,France,"Très écouté par Valls, comme vous tous! #SensCommun #EcologieHumaine #veilleurs   #ONLRJJJ"
2716,GauloisEnFrance,fr,2376,1783,French_Right-Wing,France,"Français, catholique. Suivi par @MLP_officiel. L'islamisme intégriste est à éradiquer. Quand le physique lache, c'est le mental qui prend le relais. Muay Thaï."
2717,sabje2410,fr,4484,3196,French_Right-Wing,France,#CarpeDiem FR/NL/ENG #Nancy #BoulogneBillancourt Team Thierry @Solere92 (tête de liste 92) #JaiChoisiValerie #EnRechercheDunTravail
2718,madie851,fr,2346,2142,French_Right-Wing,France,"Si j'avance, suivez-moi, si je recule, tuez-moi, si je meurs, vengez-moi. »  Henri de La Rochejaquelein (1772-1794)"
2719,cassiandespien,fr,3955,3362,French_Right-Wing,France,"de l'humour, de la gentillesse ! courtois avec vous mesdames, d'estoc avec les islamo-socialo corrompus ! j'ecris aussi !"
2720,YTHEZE,fr,3470,2335,French_Right-Wing,France,Il n'y a de réussite qu'à partir de la vérité (De Gaulle)  #LesRépublicains
2721,annep59440,fr,1804,1865,French_Right-Wing,France,Sarkozyste et fière de l'être . Battons nous pour que notre parti reste à droite.
2722,VCamille_,fr,3259,957,French_Right-Wing,France,Prépa SciencesPo au lycée Val de Seine et #sociologie à l'Université de Rouen |
2723,corto74,fr,2402,1962,French_Right-Wing,France,mon blog: A toi l'honneur !    http://t.co/YaXgKzD4Iu
2724,Colettedepau,fr,1987,1659,French_Right-Wing,France,"................ TOUJOURS .A DROITE  
  ..........@jf_cope      @Bruno_LeMaire                .................@Nous_citoyens"
2725,JesusRedempteur,fr,2122,2337,French_Right-Wing,France,PARTAGER les TRESORS CHRETIENS
2726,LorneAnne,fr,2691,1124,French_Right-Wing,France,"Déléguée #SensCommun, Sec. Nat. Petite Enfance #LesRépublicains Pour la souveraineté du peuple, l'indépendance nationale, la responsabilité, la dignité humaine."
2727,lioubovnik85,fr,2029,1415,French_Right-Wing,France,"Suivi par Nicolas Sarkozy.Vive les RÉPUBLICAINS  !!! Opposant à tte la gauche EELV, au FN  - Aux Identitaires - Anti Putin - Pour Ukraine dans UE"
2728,JacquesQui,fr,1654,1647,French_Right-Wing,France,Ô¸ô
2729,augusteblanc,fr,1709,1999,French_Right-Wing,France,Se depasser soi-même est la seule course qui ne finisse jamais !
2730,vousnetepasseul,fr,7185,7813,French_Right-Wing,France,"VENDÉE VENGÉE et Profession de foi de Sainte Jeanne d’Arc : « Les hommes combattront et Dieu donnera la victoire
#JeVeuxResterFrancaisEnFrance"
2731,Tafari12Alain,fr,1647,1168,French_Right-Wing,France,Le monde n'est pas tel que nous le percevons mais tel qu'il est. Travailler c'est la santé quand on perd pas une vie à la gagner.
2732,Sarkoziste,fr,7890,6115,French_Right-Wing,France,Enseignante retraitée - #LesRepublicains- #LesRepublicainsNS - Suivie par @NicolasSarkozy. Anti #FN Anti #PS. Vous pouvez me rejoindre sur ma page fb :
2733,zazza02,fr,1179,872,French_Right-Wing,France,Promotion du don d'organes .. AIRG .. Pour le retour de NS en 2017 ou mieux .... AVANT !!!
2734,FRANCEPATRIE1,fr,3098,3036,French_Right-Wing,France,FN # RBM Suivi par  @MLP_officiel       ***MA PATRIE LA FRANCE***  ON LA RESPECTE OU ON LA QUITTE            *Non aux RPS/FDG et Cie*#VFrVN
2735,christ69007,fr,2188,1981,French_Right-Wing,France,"Lyonnais et Bourguignon,républicain,libéral, humaniste,progressiste. Je suis contre l'injustice et tous les extrêmes !!"
2736,teppdude,en,1606,1365,French_Right-Wing,France,"Politics, Economics, Air Safety. Flying an Airliner around the world. Economic#Liberal, #GeneLib, #NS, FR,EN, FI, ES RT not approval"
2737,Dupontcorail,fr,1137,1958,French_Right-Wing,France,Montargoise en résistance depuis le 6 mai
2738,MoussaouiYannis,fr,6294,2831,French_Right-Wing,France,@ErikaPerigordC • #SocialMedia • #CommunityManagement • #ComPol • #EFAP
2739,DulezC,fr,4355,3164,French_Right-Wing,France,En guerre contre les gauchos qui ruinent notre pays et le dégénèrent ! Honneur et Patrie. Mes tweets n'engagent que ceux qui les lisent ! MEMENTO AUDERE SEMPER✋
2740,LysArdent,fr,2899,351,French_Right-Wing,France,Il faut décorer le Lys Ardent pour rendre à la France sa couleur d'antan! Pour une monarchie du XXIe siècle à la Française Tradition et modernité #TeamLouisXX
2741,belindageoly,fr,4556,4200,French_Right-Wing,France,"l'inégalité est au début, l'égalité est à la fin.Sarkozy ose dire tout haut ce que beaucoup pensent tout bas"
2742,Silvit0212,en,3035,2741,French_Right-Wing,France,"Le plus difficile n est pas de faire son devoir, mais de savoir où il se place - Jean de La Varende -  Soutiens Nicolas Sarkozy - Henri Guaino"
2743,cristianu7,fr,3682,2609,French_Right-Wing,France,"Professeur retraité ; chrétien ; 
de droite sans complexe ; 
Les RT ne st pas forcément adhésion !"
2744,claireparisjazz,fr,4577,2974,French_Right-Wing,France,"de droite bien sur , simplement et fierement .Humaniste...Inconditionnelle de #JeanPaxMéfret."
2745,SOSRaciste,fr,6925,903,French_Right-Wing,France,Compte dénonçant l'imposture de SOS Racisme et de l'idéologie antiraciste liberticide. Pour la liberté d'expression et contre la censure. HLPSDNH©
2746,Merovingienfr,fr,2697,1728,French_Right-Wing,France,"#Patriote +++, Je suis #LUCIDE ,Grandeur Française, RT n'est pas validé/"
2747,gabirobfrance,fr,4778,4575,French_Right-Wing,France,"Auteur sur bvoltaire.fr. Patriotisme, souverainisme, enracinement. Secretaire General @CollecCulture #RBM #FN  #Régionales2015 #Toulouse avec @louis_aliot"
2748,salomepetremand,fr,1662,578,French_Right-Wing,France,☨ | Resp Régionale @JeunesDroitePop NPDC | Conseillère Nationale @ump | WM @stratpol_site | Entre UNI et Cocarde | Future sciences-pipette | Louloute | @jb__f ♥
2749,pirate1759,fr,1884,2017,French_Right-Wing,France,"amateur de bons vins , aime sa famille ses amis son pays sa région , fidéle de MLP et à la France ,"
2750,chcerutti,fr,6050,4561,French_Right-Wing,France,"Peintre aéronautique, républicain, laïc, libéral.droite républicaine.Pessac 33. #TeamCkiCmoi @U_Republicaine  n'écoutez pas @Ckicmoi c'est moi le prem's"
2751,Voxygene,fr,1436,1451,French_Right-Wing,France,"Joueur de Floorball. Droit des femmes, Livres, Hockey, Asie, Histoire, S(ci)ens(e) de la répartie, et Politique Bleu Marine."
2752,AntoineMellies,fr,1847,844,French_Right-Wing,France,Conseiller municipal de Givors (69) - Membre du Comité Central du @FN_Officiel - Président de @ActifsPatriotes - Juriste
2753,bernard_monot,fr,3000,1541,French_Right-Wing,France,"Député Français au Parlement Européen,  Massif Central - Centre Stratégiste économique #FN. Financier d'une institution publique française"
2754,BrunoClavet,fr,5015,300,French_Right-Wing,France,FN & SIEL • Diplomé Master 2 Stratégie & Com • Patriote souverainiste & eurosceptique • Tête de liste Paris 3ème 2014 • Chargé de communication Beaucaire
2755,scossiez,fr,1784,1508,French_Right-Wing,France,"Sans la liberté de blâmer, il n'est point d'éloge flatteur • #ExSciencesPiste • #Conservative • †=♥"
2756,CharlesMartelu1,fr,3394,3727,French_Right-Wing,France,On a pas stoppé le nazisme pour laisser passer l'islamisme ! Veuillez suivre 'Islam : danger planétaire' à http://t.co/l7L0Or6KUj
2757,elisaou750,fr,5347,2463,French_Right-Wing,France,"ELECTRON LIBRE EN MODE REBELLION DEPUIS LE 6/5/2012 
                                DROITE FORTE 
                                NS 2017 ...ou avant .."
2758,DesportOfficiel,fr,2732,2134,French_Right-Wing,France,Une vie brisée. Des vies touchées.⚜☨⚜. Il y a tant à faire pour redonner à la France le goût de la grandeur.  ⚜☨⚜ #BBR #Enimar68 #Besbiss
2759,JCampmas,fr,5119,3953,French_Right-Wing,France,Engineer Aeronautics Defence & Space • Industrial Policy at @AirbusDS • @isae_officiel (2001) • Team Thierry @Solere92 (tête de liste du 92 - Régionales 2015)
2760,SniperDeDroite,fr,10170,2083,French_Right-Wing,France,"Sarkozyste assumé, remetteur à sa place d'un #PSindigne !  
Artisan du twitt.
Suivi par des gens exceptionnels !  #ToujoursUneCartoucheDePrête"
2761,lucile013,fr,5122,2760,French_Right-Wing,France,"Anti-socialiste viscérale. Tout ce qui est social, commun, plouc et vulgaire m'agaçe, je n'aime que l'extraordinaire, le sublime et je ne changerai pas !"
2762,Aymericcha,fr,1750,1352,French_Right-Wing,France,Engagé LR 63 | @Wauquiez2015 | Etudiant à Helsinki
2763,MohamedBoudiaFN,fr,3358,230,French_Right-Wing,France,"Je suis jeune élu au Conseil Municipal des Jeunes de Gonesse, Fondateur du Collectif Racine Lycées et Vice-président du Mouvement Patriote. #FN"
2764,hdstanton1,en,2529,2467,French_Right-Wing,France,"«Garder le silence, quel mot étrange, c'est le silence qui nous garde» Bernanos"
2765,jeanfranbo,fr,1839,0,French_Right-Wing,France,Ищу работу. Сизиф.
2766,johnpalissy,fr,6149,4011,French_Right-Wing,France,"ن  Plus je lis et plus je voyage, plus je pense que ces arriérés d'étrangers ont une chance inouïe de voir la France briller au firmament de leur obscurantisme"
2767,ArdrB,fr,1579,1569,French_Right-Wing,France,Sagesse populaire : L'enfer est pavé de bonnes intentions........ ✞ = ♥
2768,Navymat,fr,3034,1967,French_Right-Wing,France,"Veillant & agissant pour le retour du Bon Sens français. Nous sommes tous, collectivement & individuellement, responsables de la Beauté du monde."
2769,On_lacherien,en,3794,3247,French_Right-Wing,France,《On》 est un con sans matricule.                                Mais surtout 《On》 ne lâche rien!                     Personnaliste - Anti-conformiste - Localiste
2770,EuropeforFamily,fr,1493,501,French_Right-Wing,France,Collectif de citoyens pour une Europe au service de la famille. 31% des eurodéputés français ont signé nos Principes Européens Pour la Famille et Pour l’Enfant.
2771,GaspardAlizan,fr,4434,969,French_Right-Wing,France,"N'ayant aucune prédisposition pour la jalousie haineuse envers la réussite, pour la repentance, l'auto-flagellation & la tolérance hypocrite, j'exècre la gauche"
2772,eurocritique,fr,841,864,French_Right-Wing,France,"les problèmes de l'UE: 1) dumping fiscal (Lux, Irl) 2) l'euro (trop cher) 3) Schengen (zéro filtre) 4) travailleurs détachés (dumping salarial)"
2773,EricToutCourt,fr,4124,2482,French_Right-Wing,France,#Réac #ÀJamaisIdéaliste #Insolent #Voyou ≠ #NonChalant #TrollDesCavernes #Révolté #ProVie #DroiteOnly #Italianophile
2774,flambyland,fr,4685,3684,French_Right-Wing,France,"Je suis sur Twitter pour vous raconter une histoire, celle d'un pays imaginaire où tout est mou et sans saveur : Flambyland
#TeamFrance"
2775,vp66666,fr,1955,2078,French_Right-Wing,France,"REBELLE, Politiquement INCORRECTE, Anticonformiste, CONTRE le MENSONGE et l'IMPOSTURE ! Contre L'ANTI-FRANCE ! Solidarisme et Justicialisme !!"
2776,FChretienne,fr,7281,796,French_Right-Wing,France,"Compte officiel de Famille Chrétienne, hebdomadaire catholique pour toute la famille depuis 1978."
2777,MichelJanva,fr,7546,408,French_Right-Wing,France,Catholique & blogueur
2778,DMdoubleV,fr,2960,2285,French_Right-Wing,France,"Président @CollecMarianne. Étudiant à @sciencespo, diplômé @AssasTwits et @Paris_Sorbonne. Social-Souverainiste. Je m'intéresse à l'Asie du Nord-Est."
2779,resistance75,fr,2376,1212,French_Right-Wing,France,Anti-Hollande et socialistes véreux. Je défends le courage et l'honneteté intellectuelle. Je déteste le flan!
2780,gege40600,fr,13131,11282,French_Right-Wing,France,Ex Directeur Financier Inter CIE de mode  Passionnées de mode. conseil pour RELOOKING.So pour la pêche maritime. vie sur mon cata ch equip
2781,Brayaard,fr,2180,2186,French_Right-Wing,France,"Sans peur , et AVEC  reproches .....................Ne me parlez pas de bien - pensance"
2782,lapinblanc74,fr,1147,929,French_Right-Wing,France,FRANCAIS patriote. Membre CIVITAS. Boxe anglaise (le noble art) depuis 25 ans. suivi par @MLP_officiel. PARIS-COUTAINVILLE
2783,PtdArcole,fr,8606,1945,French_Right-Wing,France,Il n’y a point de plus cruelle tyrannie que celle que l’on exerce à l’ombre des lois et avec les couleurs de la justice : Quel farceur ce Montesquieu... 2015
2784,pnicolas79,fr,1766,1329,French_Right-Wing,France,Contre la pensée unique qui vérole la politique Française. Engagé pour mes idées
2785,CharlesdASTORG,fr,2234,1916,French_Right-Wing,France,Conseiller Municipal de #Lavau / Référent des Jeunes Circo Auxerre-Puisaye - Conseiller Départemental remplaçant #LesRepublicains - #Yonne #Puisaye - #Notariat
2786,KersausonDe,fr,4715,2022,French_Right-Wing,France,Président de @NestadioCapital .Investisseur en #Startups et en Pme régionales. MBA Cornell U. Ex Alcatel et Belgacom. Bretagne réunifiée #BZH5 #glazeconomie
2787,FDEFRHS,en,2806,3045,French_Right-Wing,France,"#FN - #RBM. Suivi par @MLP_officiel. Demain, je marcherai à ses côtés la tête haute et fier comme elle d'être français (hommage à Jacques VASSIEUX)"
2788,bthblt,fr,2098,1991,French_Right-Wing,France,"Souverainiste, Adhérent FN et RBM"
2789,ElectionsFrance,fr,1185,1975,French_Right-Wing,France,"Tout savoir sur les éléctions municipales, cantonales, européennes, présidentielles et sénatoriales."
2790,ActionReac_tion,fr,2513,2477,French_Right-Wing,France,"De droite comme de gauche, déçu et de plus en plus irrité, le réac a décidé de reprendre son destin en main. Il est le nouveau moderne."
2791,papoute89,fr,2322,2146,French_Right-Wing,France,"De droite sarkosyste et fier d'avoir les valeurs de travail,de respect des autres!Contre les cons de toutes les couleurs et vive la liberte! French NASCAR fan"
2792,FleurianeRose,fr,2628,1619,French_Right-Wing,France,CE SERA N SARKOZY OU PERSONNE. CHIRAQUIE EXIT. TT SAUF PS. 6 MAI 2012 JOUR MAUDIT. BONHEUR JE T AI RECONNU AU BRUIT QUE TU FIS EN PARTANT.  MP NIET
2793,mariette94val,fr,3724,3275,French_Right-Wing,France,"Adhérente & Militante @lesRepublicains pour une DROITE FORTE ET DECOMPLEXEE - SARKOZISTE à 100% et fière de l'être. N'AYONS PAS PEUR, STOP A LA LANGUE DE BOIS"
2794,IsrafilElRafa,fr,2322,528,French_Right-Wing,France,"« Etre dans le vent est une ambition de feuille morte »  Gustave Thibon      

 / Fière d'être bloquée par @ChTaubira et suivie par @MLP_officiel"
2795,FrancaisdItalie,en,5455,4169,French_Right-Wing,France,"Libéral, libertaire, européen, opposé au politiquement correct. Etre de droite c'est croire en la puissance de la liberté. GENERATION LIBRE @GLthinktan"
2796,BrumedeMer,fr,3110,261,French_Right-Wing,France,"Fan de Federer, de Mozart, de Chateaubriand, de Sarkozy, de Guaino.. je me contente des meilleurs. Suivie par Juppé poil au nez."
2797,PPVS81,fr,2290,1913,French_Right-Wing,France,"Pour la préservation de la diversité, et donc des différentes cultures et ethnies.
Contre l'Oligarchie et ses méfaits (immigration, capitalisme, abrutissement)"
2798,CarretierG,fr,1829,1605,French_Right-Wing,France,
2799,GeChamussy,fr,2188,2176,French_Right-Wing,France,
2800,NinaBergamote,fr,1778,1766,French_Right-Wing,France,
2801,MyBiket,fr,1624,1554,French_Right-Wing,France,"Ecœurée de l'omerta médiatique envers ce PS amnésique, menteur, profiteur et...... sourd !  Ex UMP, désormais FN/RBM. Suivie par @MLP_officiel."
2802,MxeMartin,fr,2856,550,French_Right-Wing,France,Militant #Rebeyne & Génération Identitaire | @latraboule - Français de souche.
2803,Philipparaigno,fr,2982,342,French_Right-Wing,France,"Essayiste de l'homosexualité (araigneedudesert.fr), fondateur CUCH (Cathos Unis Contre l'Hétérosexualité: cuch.fr), Cours Wojtyla (http://t.co/dCsyvoSF4B)"
2804,P_Vardon,fr,8027,778,French_Right-Wing,France,#IDENTITÉ - #DÉMOCRATIE - #LOCALISME // Activiste et auteur enraciné // Soutien @MLP_officiel @Marion_M_Le_Pen @matteosalvinimi
2805,Liberal67,fr,2471,1349,French_Right-Wing,France,"Chef d'entreprise, aujourd'hui dans la restauration. Liberal. Fanatiques politiques ou religieux, merci de passer votre chemin. Bloqué par @MLP_officiel"
2806,paquito_31,fr,3732,3488,French_Right-Wing,France,"Suivi par Nicolas Sarkozy, Jean François Copé, Geoffroy Didier.
ESC Marseille. EIA. Adhérent #UMP Vote #NS2017
ex Cadre aéronautique."
2807,wilf_bretagne,fr,2281,761,French_Right-Wing,France,"Vivre ensemble, paix et amour, pas d'amalgame.  #Identitaire"
2808,ArthurDchs,fr,1256,1310,French_Right-Wing,France,Engagé - Licence de Droit @unimes - Actually in : Master droit des affaires @univamu - Ex-élu @crousmontpel et CA d'Université de Nimes.
2809,COEURFEULE,fr,1232,1995,French_Right-Wing,France,"Amour inconditionnel et viscéral pour la FRANCE;
Défense de ses valeurs fondatrices et universelles"
2810,papyrus714,fr,2012,2054,French_Right-Wing,France,"Sarkozyste  et en 2017 je serais Sarkozyste & encore fière de l'être ,& heureuse que NS gagne mon petit doigt me l'a dit"
2811,Stoows,fr,6900,2741,French_Right-Wing,France,Fin @Epitech et consultant @AT_Internet. Conseiller Municipal #Ciboure | Tweet #Politique @lesRepublicains @AvecCalmels #Religion | Créateur @FrancoisCravate
2812,nunzio94,fr,2,40,French_Right-Wing,France,
2813,nicolasbayfn,fr,7283,1300,French_Right-Wing,France,Secrétaire Général du Front National-Député français au Parlement européen (groupe Europe des Nations et des Libertés)-Conseiller régional de Haute-Normandie.
2814,jeunespop44,fr,1,1,French_Right-Wing,France,Les Jeunes UMP de Loire-Atlantique sont maintenant les Jeunes Républicains. RETROUVEZ-NOUS SUR @jeunesrep44 !
2815,FelicienRUOLT,fr,2501,2670,French_Right-Wing,France,Formateur en informatique. 100% Gaulliste. Souhaite une démocratie irréprochable à l'écoute du peuple.#DLF
2816,brunogollnisch,fr,14566,41,French_Right-Wing,France,"Député (FN) français au Parlement européen, Membre du Bureau Politique du Front National"
2817,pmcouteaux,fr,3602,1060,French_Right-Wing,France,"Écrivain, essayiste, membre de la Fondation Charles de Gaulle, directeur de la publication des @_Cahiers de l'Indépendance"
2818,RonanLoas,fr,5384,1773,French_Right-Wing,France,Maire de Ploemeur et Vice-President du Département du Morbihan. #Humaniste
2819,Nissafredo,fr,3061,1673,French_Right-Wing,France,Bipolaire invétéré J'aime ma ville j'aime la France Donc en résistance #FN De Tradition #RBM Par Obligation #IDENTITAIRE De Cœur
2820,C_ATLAN_TAPIERO,fr,3014,2419,French_Right-Wing,France,Conseiller d'arrondissement Les Républicains Paris12 Présidente de l'Observatoire des Parents &de l'Ecole-OPE Polémiste sur Europe1 Editorialiste SudRadio
2821,cenerentola1008,fr,2526,2186,French_Right-Wing,France,"Nicolas sinon rien ! N'oubliez jamais : les medias avaient choisi DSK puis FH ..puis Fillon et maintenant Juppé #jeboycottelesmedias 
Suivie par Nicolas Sarkozy"
2822,gilloq,fr,5421,4863,French_Right-Wing,France,Française de souche !!  Nationaliste et Patriote ! Aime et défend les animaux.
2823,hdemonts,fr,1329,1999,French_Right-Wing,France,"Ils disent que prier ne sert à rien. Mais voyez-les se tordre, baver et s'agiter lorsqu'on prie devant eux ! Et entendez alors leurs délicates pensées !"
2824,Mtjours,fr,1369,1825,French_Right-Wing,France,Militante #FN j'aime mon pays et c'est mon droit  suivie par @MLP_officiel    #MLP2017  #FN1erPartiDeFrance  http://t.co/tAMCHzL9R5
2825,KlovisDPS75,fr,2334,1747,French_Right-Wing,France,"Responsable du DPS du @FN_officiel en Ile de France et du GPP. @MLP_officiel nous vous servons avec Honneur, Fidélité et Dévotion ! 
H&F"
2826,magnac3,fr,32254,12483,French_Right-Wing,France,"agriculteur en devenir!botaniste,photographe;écrivain, éleveur de mulot en zone natura2000:voir photo sur facebook:didiercantal"
2827,dartagnannancy,fr,1856,2040,French_Right-Wing,France,"UMP, DROITE FORTE .. //VTT /RALLYE  /PME/ J'AIME LES BELLES VOITURES .ARTISAN ELECTRICIEN ."
2828,vivien_hoch,fr,8086,986,French_Right-Wing,France,Phénoménologie & #ComPol
2829,AlexGuillemaud,fr,1860,1738,French_Right-Wing,France,Conseiller Municipal de Nanterre (92) - Conseiller Regional Jeune d'Ile de France - Responsable des Républicains de Nanterre - Président associatif
2830,LaGaucheBobo,fr,2578,2236,French_Right-Wing,France,Le Caviar Préféré Des Gauchistes. A Consommer Avant le 15/06/2017
2831,Sisf94,fr,5354,4702,French_Right-Wing,France,Adhérent #LesRépublicains - #NS2017 - Suivi par @NicolasSarkozy et l' @LesRepublicains - #DroiteForte (94)
2832,leboncompte,fr,7641,4827,French_Right-Wing,France,Retraité..Militant Les Républicains sur la toile.Suivi par.N SARKOZY: V PECRESSE. C BOUTIN . P OLLIER :C GOASGUEN :T MARIANI:H Mariton:N Morano:
2833,PRANEDOLLY,fr,2675,2924,French_Right-Wing,France,"Navigation de plaisance et dans plaisance, il y a plaisir...A Tribord toute !"
2834,MichaelSertain,fr,1557,1612,French_Right-Wing,France,Chef de file Les Républicains au Conseil Municipal de Creil - Conseiller National Les Républicains - Conseiller Municipal - Conseiller Communautaire.
